EmployeeID,EventDate,EventType,OldValue,NewValue
E0926,2022-09-08,DepartmentChange,D010,D006
E0931,2019-03-02,JobLevelChange,JL5,JL4
E0932,2020-01-28,DepartmentChange,D009,D005
E0933,2019-06-30,JobLevelChange,JL2,JL5
E0933,2020-08-16,Promotion,JL5,JL6
E0933,2022-01-04,Promotion,JL6,JL6
E0934,2022-10-18,Promotion,JL2,JL3
E0934,2023-12-08,Promotion,JL3,JL4
E0934,2024-07-01,Promotion,JL4,JL5
E0934,2024-11-19,DepartmentChange,D001,D005
E0935,2020-11-05,Promotion,JL5,JL6
E0935,2021-04-29,DepartmentChange,D004,D001
E0935,2022-10-07,Promotion,JL6,JL6
E0935,2022-10-10,Promotion,JL6,JL6
E0936,2022-08-23,Promotion,JL2,JL3
E0936,2022-12-31,DepartmentChange,D007,D001
E0936,2023-11-24,JobLevelChange,JL3,JL5
E0937,2023-06-04,DepartmentChange,D005,D002
E0937,2024-11-13,Promotion,JL2,JL3
E0938,2023-10-30,Promotion,JL4,JL5
E0940,2021-07-21,JobLevelChange,JL5,JL3
E0940,2022-07-24,DepartmentChange,D005,D007
E0941,2025-12-25,DepartmentChange,D010,D002
E0942,2023-08-13,DepartmentChange,D004,D010
E0942,2025-01-07,JobLevelChange,JL5,JL4
E0943,2023-02-02,Promotion,JL4,JL5
E0943,2023-02-16,JobLevelChange,JL5,JL5
E0943,2023-06-09,JobLevelChange,JL5,JL5
E0944,2020-10-03,JobLevelChange,JL5,JL5
E0944,2020-11-07,JobLevelChange,JL5,JL6
E0944,2021-07-22,JobLevelChange,JL6,JL2
E0945,2024-01-14,JobLevelChange,JL4,JL5
E0945,2024-12-30,Promotion,JL5,JL6
E0947,2021-12-17,JobLevelChange,JL5,JL1
E0947,2022-12-30,JobLevelChange,JL1,JL5
E0948,2021-05-27,DepartmentChange,D007,D004
E0949,2023-07-08,JobLevelChange,JL1,JL2
E0949,2024-02-27,JobLevelChange,JL2,JL5
E0950,2021-06-16,DepartmentChange,D007,D004
E0950,2022-01-28,Promotion,JL2,JL3
E0950,2023-06-10,JobLevelChange,JL3,JL6
E0950,2023-09-02,JobLevelChange,JL6,JL2
E0950,2024-06-17,JobLevelChange,JL2,JL5
E0953,2021-12-21,Promotion,JL3,JL4
E0953,2022-05-27,DepartmentChange,D007,D002
E0953,2023-11-21,DepartmentChange,D002,D001
E0953,2023-12-29,Promotion,JL4,JL5
E0953,2025-03-24,Promotion,JL5,JL6
E0954,2020-11-30,JobLevelChange,JL3,JL3
E0954,2021-10-25,Promotion,JL3,JL4
E0955,2025-01-08,JobLevelChange,JL3,JL1
E0955,2025-11-08,Promotion,JL1,JL2
E0956,2020-11-29,DepartmentChange,D004,D003
E0957,2020-10-09,DepartmentChange,D007,D001
E0957,2022-01-07,DepartmentChange,D001,D001
E0957,2022-07-02,JobLevelChange,JL6,JL5
E0957,2023-02-10,DepartmentChange,D001,D004
E0957,2023-07-24,DepartmentChange,D004,D009
E0960,2023-04-28,JobLevelChange,JL5,JL6
E0963,2020-07-14,DepartmentChange,D001,D007
E0964,2025-11-03,DepartmentChange,D009,D009
E0964,2025-12-20,DepartmentChange,D009,D010
E0966,2024-05-16,JobLevelChange,JL2,JL3
E0967,2023-04-25,DepartmentChange,D001,D010
E0967,2024-07-01,JobLevelChange,JL3,JL4
E0967,2025-06-20,DepartmentChange,D010,D005
E0968,2019-08-20,JobLevelChange,JL6,JL2
E0968,2021-03-30,DepartmentChange,D004,D008
E0968,2022-10-15,Promotion,JL2,JL3
E0968,2023-05-12,Promotion,JL3,JL4
E0968,2024-11-11,Promotion,JL4,JL5
E0969,2019-09-12,DepartmentChange,D003,D004
E0970,2023-01-12,DepartmentChange,D005,D010
E0970,2024-08-26,Promotion,JL1,JL2
E0970,2025-03-29,DepartmentChange,D010,D003
E0970,2025-09-07,JobLevelChange,JL2,JL3
E0973,2020-10-20,Promotion,JL2,JL3
E0973,2021-12-01,JobLevelChange,JL3,JL6
E0974,2024-10-18,Promotion,JL6,JL6
E0975,2020-06-12,DepartmentChange,D001,D009
E0975,2021-06-02,Promotion,JL1,JL2
E0975,2022-02-05,DepartmentChange,D009,D008
E0975,2022-08-23,DepartmentChange,D008,D009
E0975,2023-11-28,Promotion,JL2,JL3
E0976,2020-06-20,JobLevelChange,JL1,JL2
E0976,2021-02-27,DepartmentChange,D007,D004
E0977,2023-10-25,Promotion,JL1,JL2
E0977,2025-06-15,Promotion,JL2,JL3
E0978,2024-06-18,Promotion,JL5,JL6
E0978,2025-05-28,Promotion,JL6,JL6
E0979,2020-04-29,Promotion,JL4,JL5
E0979,2020-05-01,JobLevelChange,JL5,JL5
E0979,2020-05-02,JobLevelChange,JL5,JL5
E0981,2024-09-30,DepartmentChange,D006,D007
E0982,2020-06-08,Promotion,JL3,JL4
E0983,2023-09-10,DepartmentChange,D010,D002
E0983,2023-10-24,Promotion,JL6,JL6
E0983,2024-11-24,Promotion,JL6,JL6
E0983,2025-01-06,Promotion,JL6,JL6
E0983,2025-11-30,Promotion,JL6,JL6
E0984,2020-06-10,JobLevelChange,JL5,JL3
E0985,2022-06-20,DepartmentChange,D001,D006
E0985,2022-09-28,Promotion,JL1,JL2
E0985,2023-01-30,DepartmentChange,D006,D002
E0985,2024-04-03,Promotion,JL2,JL3
E0985,2024-08-11,Promotion,JL3,JL4
E0987,2019-05-31,Promotion,JL1,JL2
E0987,2019-11-20,DepartmentChange,D006,D010
E0987,2021-06-11,JobLevelChange,JL2,JL4
E0987,2021-12-25,DepartmentChange,D010,D002
E0987,2023-02-08,DepartmentChange,D002,D008
E0988,2023-07-29,JobLevelChange,JL2,JL1
E0988,2023-11-03,JobLevelChange,JL1,JL5
E0988,2024-09-23,Promotion,JL5,JL6
E0988,2025-06-22,DepartmentChange,D006,D003
E0989,2023-01-16,Promotion,JL6,JL6
E0989,2024-03-26,JobLevelChange,JL6,JL2
E0989,2024-08-04,Promotion,JL2,JL3
E0989,2024-11-29,JobLevelChange,JL3,JL5
E0990,2023-07-11,JobLevelChange,JL1,JL2
E0991,2019-04-09,DepartmentChange,D010,D009
E0991,2019-10-22,JobLevelChange,JL5,JL5
E0991,2019-11-22,JobLevelChange,JL5,JL4
E0993,2024-01-05,JobLevelChange,JL5,JL2
E0993,2024-09-09,DepartmentChange,D001,D009
E0995,2020-02-23,DepartmentChange,D002,D003
E0995,2021-06-23,DepartmentChange,D003,D002
E0995,2022-01-22,JobLevelChange,JL1,JL2
E0996,2021-10-29,JobLevelChange,JL4,JL4
E0997,2023-09-10,Promotion,JL4,JL5
E0997,2023-11-12,Promotion,JL5,JL6
E0997,2025-01-16,DepartmentChange,D006,D006
E0999,2023-06-24,DepartmentChange,D004,D009
E0999,2023-08-09,JobLevelChange,JL5,JL2
E0999,2024-08-31,Promotion,JL2,JL3
E0999,2024-12-11,DepartmentChange,D009,D010
E1000,2022-12-15,DepartmentChange,D007,D001
E1000,2023-06-06,Promotion,JL5,JL6
E1000,2024-08-16,Promotion,JL6,JL6
